game_id,slot,team_id,team_name,score,tossup_points,bonus_points,tossups_correct,tossups_incorrect,tossups_no_penalty,bonuses_correct,bonuses_incorrect,bonuses_unheard
42,2,5,South Jersey,174,44,130,14,3,6,13,1,9
43,1,8,WWPN A,214,64,150,18,2,3,15,3,5
43,2,28,Thomas S Wootton High School team A,32,12,20,3,0,20,2,1,20
44,1,14,WCHS A,118,48,70,13,1,9,7,6,10
44,2,29,Thomas S Wootton High School team C,26,16,10,4,0,19,1,3,19
45,1,16,poolesville village idiots,190,60,130,16,1,6,13,3,7
45,2,30,WCHS B,0,0,0,0,0,23,0,0,23
46,1,11,Kiruna Scholars,226,76,150,20,1,2,15,5,3
46,2,4,Basis,18,8,10,2,0,21,1,1,21
47,1,28,Thomas S Wootton High School team A,78,28,50,10,3,8,5,5,11
47,2,18,Centennial A,108,28,80,8,1,12,8,0,13
48,1,19,Centennial B,4,4,0,1,0,22,0,1,22
48,2,5,South Jersey,240,60,180,18,3,2,18,0,5
49,1,1,Centreville HS Team 1,138,48,90,13,1,7,9,4,8
49,2,25,Shallow Stroll Team B,16,-4,20,4,5,12,2,2,17
50,1,2,Eagles A,168,48,120,14,2,7,12,2,9
50,2,15,Richard Montgomery,98,28,70,8,1,14,7,1,15
51,1,3,North Allegheny,152,52,100,14,1,8,10,4,9
51,2,6,Eagles B,78,28,50,9,2,12,5,4,14
52,1,7,Eagles C,146,56,90,15,1,4,9,6,5
52,2,22,Westtown B,28,8,20,3,1,16,2,1,17
53,1,10,Gargy Bomy,98,28,70,10,3,7,7,3,10
53,2,8,WWPN A,106,36,70,9,0,11,7,2,11
54,1,13,Montgomery Blair A,252,92,160,23,0,0,16,7,0
54,2,24,The Wilberforce School,-4,-4,0,0,1,22,0,0,23
55,1,30,WCHS B,-4,-4,0,0,1,22,0,0,23
55,2,12,Montgomery Blair B,212,72,140,19,1,3,14,5,4
56,1,17,Pilgrimage Homeschool,36,16,20,4,0,19,2,2,19
56,2,27,WWPN B,84,44,40,12,1,10,4,8,11
57,1,23,Poolesville 2,-12,-12,0,0,3,20,0,0,23
57,2,14,WCHS A,110,40,70,13,3,7,7,6,10
58,1,9,Shallow Walk team A,230,80,150,20,0,3,15,5,3
58,2,29,Thomas S Wootton High School team C,0,0,0,0,0,23,0,0,23
59,1,26,Thomas S Wootton High School team B,104,44,60,11,0,12,6,5,12
59,2,20,WCHS C,26,16,10,4,0,19,1,3,19
60,1,16,poolesville village idiots,160,60,100,15,0,8,10,5,8
60,2,21,Westtown A,52,32,20,8,0,15,2,6,15
61,1,4,Basis,114,44,70,12,1,9,7,5,10
61,2,27,WWPN B,46,16,30,5,1,16,3,2,17
62,1,18,Centennial A,70,20,50,9,4,10,5,4,14
62,2,22,Westtown B,54,24,30,6,0,17,3,3,17
63,1,17,Pilgrimage Homeschool,40,20,20,5,0,18,2,3,18
63,2,19,Centennial B,38,28,10,8,1,14,1,7,15
64,1,2,Eagles A,196,56,140,17,3,0,14,3,3
64,2,1,Centreville HS Team 1,14,4,10,2,1,17,1,1,18
65,1,12,Montgomery Blair B,82,32,50,12,4,7,5,7,11
65,2,6,Eagles B,88,28,60,7,0,16,6,1,16
66,1,8,WWPN A,186,56,130,18,4,1,13,5,5
66,2,7,Eagles C,42,12,30,4,1,18,3,1,19
67,1,10,Gargy Bomy,112,32,80,11,3,8,8,3,11
67,2,28,Thomas S Wootton High School team A,28,8,20,4,2,16,2,2,18
68,1,11,Kiruna Scholars,116,36,80,11,2,10,8,3,12
68,2,5,South Jersey,146,36,110,11,2,10,11,0,12
69,1,13,Montgomery Blair A,294,84,210,21,0,2,21,0,2
69,2,29,Thomas S Wootton High School team C,0,0,0,0,0,23,0,0,23
70,1,16,poolesville village idiots,112,32,80,9,1,13,8,1,14
70,2,3,North Allegheny,150,40,110,13,3,7,11,2,10
71,1,9,Shallow Walk team A,154,64,90,17,1,5,9,8,6
71,2,23,Poolesville 2,22,12,10,3,0,20,1,2,20
72,1,15,Richard Montgomery,174,64,110,17,1,4,11,6,5
72,2,26,Thomas S Wootton High School team B,8,8,0,3,1,18,0,3,19
73,1,25,Shallow Stroll Team B,54,24,30,8,2,13,3,5,15
73,2,20,WCHS C,12,12,0,3,0,20,0,3,20
74,1,24,The Wilberforce School,62,32,30,8,0,14,3,4,15
74,2,14,WCHS A,80,40,40,11,1,10,4,6,12
75,1,30,WCHS B,0,0,0,1,1,21,0,1,22
75,2,21,Westtown A,114,44,70,13,2,8,7,6,10
76,1,4,Basis,126,56,70,14,0,9,7,7,9
76,2,19,Centennial B,8,8,0,3,1,19,0,3,20
77,1,18,Centennial A,12,12,0,3,0,20,0,3,20
77,2,8,WWPN A,192,52,140,15,2,6,14,1,8
78,1,1,Centreville HS Team 1,98,48,50,12,0,11,5,7,11
78,2,26,Thomas S Wootton High School team B,30,20,10,5,0,18,1,4,18
79,1,2,Eagles A,204,64,140,16,0,7,14,2,7
79,2,25,Shallow Stroll Team B,-2,-12,10,3,6,14,1,2,20
80,1,30,WCHS B,26,16,10,4,0,19,1,3,19
80,2,6,Eagles B,66,36,30,10,1,12,3,7,13
81,1,10,Gargy Bomy,162,52,110,15,2,6,11,4,8
81,2,7,Eagles C,50,20,30,5,0,18,3,2,18
82,1,11,Kiruna Scholars,138,48,90,15,3,5,9,6,8
82,2,27,WWPN B,42,12,30,6,3,14,3,3,17
83,1,13,Montgomery Blair A,228,68,160,19,2,2,16,3,4
83,2,14,WCHS A,-12,-12,0,0,3,20,0,0,23
84,1,16,poolesville village idiots,88,28,60,10,3,10,6,4,13
84,2,12,Montgomery Blair B,116,36,80,9,0,14,8,1,14
85,1,21,Westtown A,22,12,10,4,1,18,1,3,19
85,2,3,North Allegheny,144,44,100,13,2,8,10,3,10
86,1,17,Pilgrimage Homeschool,14,4,10,1,0,22,1,0,22
86,2,5,South Jersey,192,52,140,16,3,4,14,2,7
87,1,29,Thomas S Wootton High School team C,12,12,0,3,0,20,0,3,20
87,2,23,Poolesville 2,30,20,10,7,2,14,1,6,16
88,1,15,Richard Montgomery,160,60,100,16,1,6,10,6,7
88,2,20,WCHS C,4,4,0,1,0,22,0,0,23
89,1,24,The Wilberforce School,42,12,30,5,2,16,3,2,18
89,2,9,Shallow Walk team A,162,52,110,14,1,8,11,3,9
90,1,28,Thomas S Wootton High School team A,56,36,20,10,1,12,2,8,13
90,2,22,Westtown B,14,4,10,4,3,16,1,3,19
91,1,4,Basis,70,20,50,6,1,16,5,1,17
91,2,5,South Jersey,138,48,90,15,3,5,9,6,8
92,1,10,Gargy Bomy,102,32,70,12,4,7,7,5,11
92,2,18,Centennial A,44,24,20,6,0,17,2,4,17
93,1,27,WWPN B,58,28,30,7,0,16,3,4,16
93,2,19,Centennial B,58,28,30,7,0,16,3,4,16
94,1,1,Centreville HS Team 1,76,36,40,10,1,12,4,6,13
94,2,20,WCHS C,22,12,10,3,0,20,1,2,20
95,1,26,Thomas S Wootton High School team B,14,4,10,1,0,22,1,0,22
95,2,2,Eagles A,156,36,120,14,5,4,12,2,9
96,1,6,Eagles B,50,20,30,8,3,12,3,5,15
96,2,16,poolesville village idiots,170,60,110,15,0,8,11,4,8
97,1,28,Thomas S Wootton High School team A,22,12,10,4,1,16,1,3,17
97,2,7,Eagles C,104,44,60,12,1,8,6,6,9
98,1,11,Kiruna Scholars,186,56,130,17,3,3,13,4,6
98,2,17,Pilgrimage Homeschool,8,8,0,3,1,19,0,3,20
99,1,13,Montgomery Blair A,216,76,140,20,1,2,14,6,3
99,2,23,Poolesville 2,18,8,10,2,0,21,1,1,21
100,1,21,Westtown A,80,20,60,7,2,14,6,1,16
100,2,12,Montgomery Blair B,110,40,70,13,3,7,7,6,10
101,1,30,WCHS B,12,12,0,3,0,20,0,3,20
101,2,3,North Allegheny,98,28,70,12,5,6,7,5,11
102,1,25,Shallow Stroll Team B,14,4,10,4,3,16,1,3,19
102,2,15,Richard Montgomery,142,52,90,14,1,8,9,5,9
103,1,9,Shallow Walk team A,80,40,40,12,2,9,4,8,11
103,2,14,WCHS A,8,8,0,3,1,19,0,2,21
104,1,29,Thomas S Wootton High School team C,30,20,10,5,0,18,1,4,18
104,2,24,The Wilberforce School,74,24,50,8,2,13,5,3,15
105,1,22,Westtown B,-4,-4,0,0,1,22,0,0,23
105,2,8,WWPN A,148,48,100,15,3,5,10,5,8
